0,1,2,3,4
Person33,Person3,0.2893,[-6 -4 -3 -6 -7 -3  0  0  1  1  2  2  3  2  3 -1  1  2 -1  2  1  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person191,0.2809,[-7 -5 -5 -8 -6 -3 -2  0  0  2  1  2  3 -1 -2 -1  1 -1 -2 -2 -2  2  0],"Thursday, Wednesday, Friday"
Person33,Person11,0.2804,"[-12  -8  -8  -8  -8   1  -3  -2   2   0   1   3   2   0  -3   0   1   2
  -3   1   3   3   1]","Tuesday, Sunday, Thursday"
Person33,Person77,0.2768,"[ -5  -2  -5 -12  -7  -8   0  -2  -2  -2  -2   2   3   1  -2   1   1   2
  -2   0  -1   1  -2]","Sunday, Thursday, Wednesday, Friday"
Person33,Person161,0.2744,[-4 -3  1 -1 -4 -2  1  0  0  2  1  3  3  3  0 -2  1 -1 -1  1  1  2  3],"Monday, Tuesday, Thursday, Wednesday"
Person33,Person127,0.2736,[ 1 -1 -3  3 -7 -7  1 -1  0 -1  1  1  0  2 -3  1  0 -2  1  1  2  1  1],"Monday, Tuesday, Sunday, Wednesday"
Person33,Person64,0.2736,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],"Sunday, Thursday"
Person33,Person67,0.2655,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],"Sunday, Wednesday"
Person33,Person16,0.2525,[-7  0 -6 -6 -2  0 -3 -2 -5  0 -2 -2  2  1 -3  0  1  3 -3  0 -1  0 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person167,0.2491,[-9 -3 -8 -6 -5  3 -1  0 -4  1  2  2  2  1 -3  2  0  2 -3 -1  1  1 -3],"Monday, Tuesday, Sunday, Wednesday"
Person33,Person2,0.2458,[-3 -1 -6 -7 -8  2 -3  0 -1  0 -1  1  1 -3  3 -1  1  3  1 -3 -1  3 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person111,0.2333,"[ -4  -3  -3 -11  -7   1  -5  -2   1  -3  -1   0   1   3   2   3   1   1
  -3  -2   2   2   0]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person177,0.2297,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]","Monday, Sunday"
Person33,Person187,0.2211,[-3 -4  0 -9 -4  2 -2  1  3  3 -2  2  3 -3 -3  3  1  3  3 -2  2  3  3],"Monday, Sunday, Wednesday"
Person33,Person36,0.2200,[-9 -3 -8 -8 -9 -6 -2 -5  1  1 -2  3  3 -2  0  2 -1  2 -2  0  2  1 -2],"Tuesday, Sunday, Friday, Thursday, Wednesday"
Person33,Person112,0.2159,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person159,0.2112,"[-13  -9  -6 -11  -9  -5  -1   0   2   2   3   0   3  -3  -3   0   0   3
   1   1   0   1   1]",Tuesday
Person33,Person139,0.1981,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person193,0.1968,[-5  1 -2 -3  0 -2 -1  1 -1  0 -1  1  2  0 -1 -1  0  3 -1  0  2  1  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person23,0.1951,"[ -9  -6  -5 -13  -8  -2  -1  -3   2   0  -1   3   3  -3  -2   1   1   0
  -1  -1   0   1   1]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person189,0.1923,[-3 -2  2 -9 -3 -1 -1  1  2  2  3  2  2 -3  3  3  0 -2  0  2  2  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person74,0.1617,"[-10  -9  -4  -7  -4   3  -1   2   3   2   2   2   1  -3   1  -2   1   3
   2   3  -3   3   2]","Tuesday, Sunday, Friday"
Person33,Person156,0.1562,[-9  0 -3 -3 -5 -2 -2  1  1  2  1  3  3 -3 -1  3  1  2  1  2  3  0  2],"Tuesday, Sunday, Monday, Thursday, Wednesday"
Person33,Person132,0.1427,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Tuesday, Sunday, Monday, Friday, Wednesday"
Person33,Person98,0.1099,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Monday, Wednesday, Friday"
Person33,Person54,0.1028,"[-12  -2  -8  -6  -9  -3  -3   2  -1   2   1   1   1   3  -1  -2   1  -3
  -2  -1  -3   2  -1]","Monday, Tuesday, Sunday, Wednesday"
Person33,Person22,0.0970,"[ -6  -3   1  -6 -11  -1  -4   0   1   0   0  -2   0  -2  -1   3   1   2
  -2  -1  -1   3   1]","Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person138,0.0937,"[-11  -3  -7   0   2   0  -1   2   1   2   2   2   2  -3   1   1   0   0
   1   2   2   1   2]","Monday, Sunday, Friday"
Person33,Person160,0.0933,[-5 -5 -8 -6 -2 -4  3  3  1 -3 -3 -3  1  2 -3 -1 -1  3 -2 -3  1 -1  0],"Tuesday, Sunday, Monday, Thursday, Wednesday"
Person33,Person102,0.0510,[-3 -2 -1 -6 -2  1 -1 -2  0 -1 -1  0  0 -1  0  0 -1 -2 -1  0  0  0 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person33,Person178,0.0495,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Tuesday, Sunday, Monday, Friday, Thursday"
Person33,Person26,0.0000,[-5  3 -2 -5 -4 -3  0  0 -2  1  2 -1  2 -1  1 -1  1 -1 -2 -2  1  0 -2],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person33,Person128,-0.0524,[-2  1  1 -1  1 -4  0 -1  0  1 -1  0  1  1  1  1  1 -2  2  1  1  2  0],"Monday, Sunday, Friday"
Person34,Person81,0.5367,[-7 -4 -6 -4 -3  2 -3  0 -2  0 -2  2  3  2 -3  0  1 -3  0  2  1  1  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person130,0.4690,[-2 -3 -1 -4 -1  3 -3 -1  2  2  1  3  3  2  1  2  1 -1  2  1  2  3  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person136,0.4564,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Tuesday, Sunday, Wednesday, Friday"
Person34,Person40,0.4275,[-7 -3 -6 -6  0  0 -2  1  1  0  1  2  3  2  0  1  1  1  1  2  1  2  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person91,0.4267,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person17,0.4137,[-5  1 -6 -6 -3 -1 -4  2  1  2 -1  2  3 -3 -2  1  1  3 -1  1  2  3  2],"Tuesday, Sunday, Wednesday"
Person34,Person86,0.4091,"[ -5 -10  -7  -6  -5   6  -3   2  -1   0  -2   2   3  -3  -3   2   1   3
  -3   1  -3   2   3]","Tuesday, Sunday, Wednesday, Friday"
Person34,Person191,0.3999,[-7 -5 -5 -8 -6 -3 -2  0  0  2  1  2  3 -1 -2 -1  1 -1 -2 -2 -2  2  0],"Wednesday, Friday"
Person34,Person109,0.3910,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person129,0.3791,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person62,0.3787,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Tuesday, Sunday, Friday"
Person34,Person187,0.3769,[-3 -4  0 -9 -4  2 -2  1  3  3 -2  2  3 -3 -3  3  1  3  3 -2  2  3  3],"Sunday, Wednesday"
Person34,Person48,0.3258,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person64,0.3075,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],Sunday
Person34,Person2,0.3049,[-3 -1 -6 -7 -8  2 -3  0 -1  0 -1  1  1 -3  3 -1  1  3  1 -3 -1  3 -1],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person42,0.3028,[-5 -4 -5 -5 -2  0 -2 -2 -1  0 -1  1  1  2  0  1  1  3 -2  0  0  1  2],"Tuesday, Sunday, Wednesday"
Person34,Person67,0.2998,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],"Sunday, Wednesday"
Person34,Person108,0.2981,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Tuesday, Sunday, Friday"
Person34,Person132,0.2963,[-5 -2 -5 -5 -1  5 -2 -2  1 -1 -1  1  0  1 -3 -3  0  3 -1  2 -2  1  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person170,0.2687,[-4 -5 -7 -6 -8 -6 -9  0 -1  2  3 -1  3  3 -3 -3  1  3 -3 -3 -2 -3  0],"Sunday, Friday"
Person34,Person167,0.2678,[-9 -3 -8 -6 -5  3 -1  0 -4  1  2  2  2  1 -3  2  0  2 -3 -1  1  1 -3],"Tuesday, Sunday, Wednesday"
Person34,Person125,0.2644,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Sunday, Friday"
Person34,Person120,0.2402,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Tuesday, Wednesday, Friday"
Person34,Person73,0.2343,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Tuesday, Sunday, Friday"
Person34,Person16,0.2337,[-7  0 -6 -6 -2  0 -3 -2 -5  0 -2 -2  2  1 -3  0  1  3 -3  0 -1  0 -1],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person94,0.2305,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],"Tuesday, Friday"
Person34,Person105,0.2300,"[ -4  -9  -2 -11  -7  -4  -2   2   0  -3  -3   1   3  -3  -3   3   1   3
   2   2  -1   3   0]",Sunday
Person34,Person156,0.2219,[-9  0 -3 -3 -5 -2 -2  1  1  2  1  3  3 -3 -1  3  1  2  1  2  3  0  2],"Tuesday, Sunday, Wednesday"
Person34,Person57,0.2201,[-4 -6 -8 -8 -4 -7  0  1 -1  0  0  1  3 -2 -1  0  0  3 -2  1  1  2  0],"Sunday, Friday"
Person34,Person123,0.2113,"[ -3  -6  -6  -6 -11   2  -5  -3  -4  -1   1  -2   3   1  -3   3   1   3
  -3   1   3   2   2]","Sunday, Friday"
Person34,Person77,0.2060,"[ -5  -2  -5 -12  -7  -8   0  -2  -2  -2  -2   2   3   1  -2   1   1   2
  -2   0  -1   1  -2]","Sunday, Wednesday, Friday"
Person34,Person150,0.2059,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Tuesday, Friday"
Person34,Person3,0.1962,[-6 -4 -3 -6 -7 -3  0  0  1  1  2  2  3  2  3 -1  1  2 -1  2  1  2  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person143,0.1922,[ 0 -8 -4 -6  4  0 -4  1  0  2  1 -1  1  0  1 -1  1  3 -2 -1  2  3  3],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person99,0.1875,[-3 -3 -3 -2 -9 -2 -1 -2 -4 -2 -1  0  1  1 -2 -1  1  3 -2 -2  1  2  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person101,0.1844,[-3 -1  0 -5 -5 -4  0  3  0  3  2 -1  2 -3 -3  0  1  0 -2  2  2  3  2],Sunday
Person34,Person153,0.1740,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Tuesday, Wednesday, Friday"
Person34,Person78,0.1628,"[ -4 -10  -2 -11  -6   0  -6  -2   0   2   1   0   2   1   1   0   1   2
  -3  -1  -1   0   0]","Tuesday, Sunday, Friday"
Person34,Person36,0.1484,[-9 -3 -8 -8 -9 -6 -2 -5  1  1 -2  3  3 -2  0  2 -1  2 -2  0  2  1 -2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person139,0.1410,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person111,0.1376,"[ -4  -3  -3 -11  -7   1  -5  -2   1  -3  -1   0   1   3   2   3   1   1
  -3  -2   2   2   0]","Tuesday, Sunday, Wednesday, Friday"
Person34,Person135,0.1375,"[ -6  -7  -6 -11   1  -2  -4  -1  -1  -2  -1  -3   3   2   1   0   1   2
  -2   3   2   2   1]","Tuesday, Sunday, Wednesday, Friday"
Person34,Person114,0.1356,[-2 -3  1 -9 -2  0  1  0 -1  0 -2  2  3 -2  1 -1  1  3 -1  3  2  2  1],"Tuesday, Sunday"
Person34,Person100,0.1342,"[ -6  -8  -2 -13  -1  -1  -4  -1  -2  -1  -3  -3   3  -2  -3   0   1   3
  -1   3   1   3   0]",Sunday
Person34,Person52,0.1298,[-2 -3 -2 -8 -2 -4 -1 -1  0  0  2  3  2 -3  1  3  1  0 -2  3  1  3  2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person131,0.1165,"[ -2  -2  -5 -12  -3  -4  -1  -3   1   0   1   3   3  -2   2   2   1   2
  -2   2  -2   1  -2]",Sunday
Person34,Person177,0.1134,"[ -6  -4  -1 -11  -3  -2   0   1  -1   1   2  -2   1   3   0  -3   1   3
  -3  -2   2   2   1]",Sunday
Person34,Person76,0.0994,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person98,0.0865,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Wednesday, Friday"
Person34,Person178,0.0857,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Tuesday, Sunday, Friday"
Person34,Person121,0.0843,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person112,0.0755,[-2 -6  1 -2 -1  3 -1  0  1  0  0  1  0  1 -1 -1  0  2 -3 -1  0  2  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person22,0.0693,"[ -6  -3   1  -6 -11  -1  -4   0   1   0   0  -2   0  -2  -1   3   1   2
  -2  -1  -1   3   1]","Sunday, Wednesday, Friday"
Person34,Person72,-0.0084,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Tuesday, Sunday, Wednesday, Friday"
Person34,Person7,-0.0750,[ 0 -1  3 -3 -2  0  0 -3 -1  2  2  3  3 -2 -2  3  1  3  0  3  3  2 -1],"Tuesday, Sunday, Wednesday, Friday"
Person35,Person96,0.7199,[-4 -4 -5 -8 -6 -5 -2  1 -5  1  2  1  1  3 -3 -3  0  3 -3  0 -2  1 -3],"Tuesday, Sunday, Monday, Friday, Thursday"
Person35,Person76,0.7142,[-4 -4 -3 -7 -5 -3 -3  1  0 -1 -1  2  3 -2  1  1  1  2 -2  2  3  1 -2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person101,0.7004,[-3 -1  0 -5 -5 -4  0  3  0  3  2 -1  2 -3 -3  0  1  0 -2  2  2  3  2],Sunday
Person35,Person57,0.6965,[-4 -6 -8 -8 -4 -7  0  1 -1  0  0  1  3 -2 -1  0  0  3 -2  1  1  2  0],"Sunday, Thursday, Friday"
Person35,Person17,0.6930,[-5  1 -6 -6 -3 -1 -4  2  1  2 -1  2  3 -3 -2  1  1  3 -1  1  2  3  2],"Tuesday, Sunday, Monday, Thursday, Wednesday"
Person35,Person115,0.6917,"[ -1  -6  -1 -12  -6  -6  -3   3  -6   3   3   3   3   3  -3  -3   0   3
  -3   3   1   3   3]","Monday, Tuesday, Friday"
Person35,Person77,0.6876,"[ -5  -2  -5 -12  -7  -8   0  -2  -2  -2  -2   2   3   1  -2   1   1   2
  -2   0  -1   1  -2]","Sunday, Thursday, Wednesday, Friday"
Person35,Person95,0.6820,[-7 -8 -9 -8 -9 -7 -2  1 -1  2  1  2  3  2 -2 -2  0 -1 -2 -1 -3  2  1],"Tuesday, Sunday, Monday, Friday, Thursday"
Person35,Person191,0.6763,[-7 -5 -5 -8 -6 -3 -2  0  0  2  1  2  3 -1 -2 -1  1 -1 -2 -2 -2  2  0],"Thursday, Wednesday, Friday"
Person35,Person125,0.6758,[-4 -3  0 -6 -3 -1 -2  0  0  0 -1  2  2 -2 -1 -1  1  1 -1  0  1  3  0],"Sunday, Thursday, Friday"
Person35,Person36,0.6621,[-9 -3 -8 -8 -9 -6 -2 -5  1  1 -2  3  3 -2  0  2 -1  2 -2  0  2  1 -2],"Tuesday, Sunday, Friday, Thursday, Wednesday"
Person35,Person120,0.6607,[-5 -6 -4 -4 -2 -7 -1 -1 -1  2  0  1  3 -1 -2  0  1  2 -2  2  1  3  2],"Tuesday, Thursday, Wednesday, Friday"
Person35,Person158,0.6363,[-5 -6 -1 -4 -7 -3 -3  0  2  2  2  3  3  2  0 -2  1  3  0  2  2  3  2],"Tuesday, Sunday, Monday, Thursday, Wednesday"
Person35,Person190,0.6326,[-1 -3 -3 -4 -2 -1 -3  0  1  1  2  3  3 -3 -3  3  0  3  1  3  0  1  3],"Sunday, Friday"
Person35,Person72,0.6303,[-2  0 -2 -3 -7 -8 -1  0 -3 -1  1  1  1  0  1  2 -3 -1 -3  0  3  1  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person13,0.6254,[-3 -4  1 -1 -5 -2 -3  0  0  2  2  3  3 -3  1  2 -1  2  1  2  2  3  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person150,0.6243,[-6 -9 -3 -7 -3 -8 -4  1 -3  1 -2 -1  1 -2 -3 -2  1  1 -3  1 -3  1  1],"Monday, Tuesday, Thursday, Friday"
Person35,Person41,0.6225,[-6 -4  2 -7 -5 -5 -3 -1 -1  0 -1  1  2 -1  0  1  0  3 -3  1  0  2  0],"Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person54,0.6149,"[-12  -2  -8  -6  -9  -3  -3   2  -1   2   1   1   1   3  -1  -2   1  -3
  -2  -1  -3   2  -1]","Monday, Tuesday, Sunday, Wednesday"
Person35,Person129,0.6140,[-4 -2 -2 -9 -5 -3 -1 -2 -1 -1 -1  2  3  2 -2 -1  1 -2 -2  0  1  1  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person3,0.6132,[-6 -4 -3 -6 -7 -3  0  0  1  1  2  2  3  2  3 -1  1  2 -1  2  1  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person90,0.6058,[-5 -6 -7  0 -3 -5 -2  0 -1  2 -2  1  1 -1 -3 -3  0  3 -3  1 -3  1  1],"Monday, Sunday, Thursday, Friday"
Person35,Person89,0.6057,[-6  2 -3 -4 -5 -3 -3  2  2  0  0  1  3  2 -3  1  1 -3  1  0  0  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person109,0.6056,[-3 -9 -4 -6 -1 -2 -5  1 -6 -2 -2  2  3  1 -3 -2 -1  3  1  3 -1  3  1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person23,0.5939,"[ -9  -6  -5 -13  -8  -2  -1  -3   2   0  -1   3   3  -3  -2   1   1   0
  -1  -1   0   1   1]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person5,0.5825,"[ -5  -4  -5 -10  -5   1  -4   0   2   2   0   3   3  -2  -2   1   1   3
  -2  -2   2   2   0]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person70,0.5812,[-4 -2 -3 -6 -2 -1 -3  0  1  2  2  0  2  1  0  0  0  0 -1  3 -2  2  0],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person9,0.5790,"[ -3  -7  -7 -11  -4  -8  -4  -3  -5  -2  -1   0  -2  -2  -2  -2  -1   3
   1  -1   1  -3   0]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person2,0.5757,[-3 -1 -6 -7 -8  2 -3  0 -1  0 -1  1  1 -3  3 -1  1  3  1 -3 -1  3 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person188,0.5754,"[ -3 -12  -6  -8  -8  -3  -6   1   1   2   0   1   3   3   0  -3   1   3
  -3   3  -3   2   2]","Thursday, Wednesday, Friday"
Person35,Person94,0.5733,[-3 -9 -4 -9 -3 -3 -1  1 -2 -1  0  1  3 -1  1  0  0  2 -1  2 -2  2  0],"Monday, Tuesday, Friday"
Person35,Person108,0.5647,[ 1 -4 -1 -5 -4  0 -7  0  1  0  0  2  3  1 -1  1  1  2 -2  2  1  2  1],"Tuesday, Sunday, Thursday, Friday"
Person35,Person91,0.5533,[-8 -4 -8 -6 -2  0  0  0 -2 -1 -1  2  1  1 -3 -2 -1  2 -1  2 -2  2  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person22,0.5469,"[ -6  -3   1  -6 -11  -1  -4   0   1   0   0  -2   0  -2  -1   3   1   2
  -2  -1  -1   3   1]","Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person167,0.5390,[-9 -3 -8 -6 -5  3 -1  0 -4  1  2  2  2  1 -3  2  0  2 -3 -1  1  1 -3],"Monday, Tuesday, Sunday, Wednesday"
Person35,Person118,0.5357,"[ -7 -12  -8  -9   0  -6  -2   1   1   2   2   3   3  -2  -2   1   1   2
  -1   2  -1   3   1]","Monday, Sunday"
Person35,Person16,0.5291,[-7  0 -6 -6 -2  0 -3 -2 -5  0 -2 -2  2  1 -3  0  1  3 -3  0 -1  0 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person98,0.5210,[-6 -2 -3 -3 -4  1 -1 -2 -1 -3 -1  0  2  0  0  0  1  2 -2  1 -1  0 -1],"Monday, Wednesday, Friday"
Person35,Person21,0.5006,[-3 -5 -3 -5 -2  1 -3  2  1 -2  0  2  0  0 -3  0  0  3 -2  1  2  0 -1],"Tuesday, Sunday, Monday, Friday, Wednesday"
Person35,Person144,0.4933,[-7 -6 -4 -5 -2 -1 -3 -1 -4  1  0  0  3  0  2  0  0  3 -3  1  3  3  3],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person139,0.4932,[-5 -3  5 -8 -6 -3 -2  0 -1  0  1  1  3 -1 -1  3  1 -3  0  0  3  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person100,0.4901,"[ -6  -8  -2 -13  -1  -1  -4  -1  -2  -1  -3  -3   3  -2  -3   0   1   3
  -1   3   1   3   0]",Sunday
Person35,Person121,0.4643,[-2 -7 -2 -7 -5 -1 -2 -1  1  3 -1  3  3 -2  3  3  0  2 -3  1  3  1 -1],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person136,0.4619,"[  4  -5 -10  -8  -5   1   0   1   0   1   0   3   1   2  -2  -1  -3   3
  -1   3  -1   2   3]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person40,0.4496,[-7 -3 -6 -6  0  0 -2  1  1  0  1  2  3  2  0  1  1  1  1  2  1  2  2],"Tuesday, Sunday, Monday, Friday, Wednesday"
Person35,Person62,0.4416,[-6 -8 -7 -7 -5  4 -6  3 -2  3  0  1 -1  2 -1  1  1  3 -3  0 -1  3  1],"Tuesday, Sunday, Thursday, Friday"
Person35,Person37,0.4415,"[ -1  -5   1 -12  -6  -1  -2  -1  -4   1  -1   0   1   1   2   1   0   2
  -3   1   0  -1   0]","Monday, Tuesday, Sunday, Friday"
Person35,Person78,0.4402,"[ -4 -10  -2 -11  -6   0  -6  -2   0   2   1   0   2   1   1   0   1   2
  -3  -1  -1   0   0]","Tuesday, Sunday, Thursday, Friday"
Person35,Person6,0.4285,"[ -2  -7  -1 -11  -6   3  -3  -1   2   3   2   3   3   3  -2   3   0   2
   0   3   2   3   1]","Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person74,0.4278,"[-10  -9  -4  -7  -4   3  -1   2   3   2   2   2   1  -3   1  -2   1   3
   2   3  -3   3   2]","Tuesday, Sunday, Friday"
Person35,Person48,0.4203,[-2 -3 -1 -5 -2  1 -2  0  1  3  3  2  2  1  0  1  1 -1 -1  2  3  3  2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person84,0.4148,"[-10  -2  -2  -1  -4  -1  -3   2   2   3   3   3   3   2   3   3   1   3
   3   3   3   3   1]","Sunday, Friday"
Person35,Person153,0.4147,[-2 -6 -2  1 -3  2 -6 -4 -2  0  1  1  3  0 -2 -3  0  0 -2 -1  2  1 -1],"Tuesday, Monday, Friday, Thursday, Wednesday"
Person35,Person64,0.3967,[-3 -4  0 -6 -1  2  1 -1  0  1  2  3  3  0 -3  0  1 -2 -3  1  0  2  0],"Sunday, Thursday"
Person35,Person187,0.3864,[-3 -4  0 -9 -4  2 -2  1  3  3 -2  2  3 -3 -3  3  1  3  3 -2  2  3  3],"Monday, Sunday, Wednesday"
Person35,Person67,0.3676,[-3 -3  3 -3 -1 -3 -2  0  2  2  1  2  3  3 -3  0  1  2 -1  0  0  3  2],"Sunday, Wednesday"
Person35,Person73,0.3365,"[  0 -11  -2   2  -1  -1  -2   1  -1   1   2   3   2  -2  -2  -1   1   3
  -3   0  -3   3   2]","Tuesday, Sunday, Thursday, Friday"
Person35,Person10,0.3302,[-1 -5 -6 -5 -1 -5 -4 -3 -2 -1  0 -3 -3 -1  1 -1  1  2 -2 -2  0 -2 -2],"Tuesday, Sunday, Monday, Friday, Thursday, Wednesday"
Person35,Person59,0.3032,[ 1 -1 -5  2  0  2 -2  2 -1  1  2  2  3  1 -3  1  0  3 -1 -1  0  3  1],"Tuesday, Sunday, Monday, Friday, Thursday"
Person35,Person160,0.2960,[-5 -5 -8 -6 -2 -4  3  3  1 -3 -3 -3  1  2 -3 -1 -1  3 -2 -3  1 -1  0],"Tuesday, Sunday, Monday, Thursday, Wednesday"
Person35,Person178,0.1365,[-7  0  0 -5  0  6 -4 -3  0 -1 -2  1  3  3  3 -3  1  3 -3  1  2  2 -1],"Tuesday, Sunday, Monday, Friday, Thursday"
